title,lyrics
Tú Me Acostumbraste,"Tú me acostumbraste
A todas esas cosas
Y tú me enseñaste
Que son maravillosas

Sútil llegaste a mí como una tentación
Llenando de ansiedad mi corazón

Yo no comprendía cómo se quería
En tu mundo raro y por ti aprendí
Por eso me pregunto al ver que me olvidaste
Por qué no me enseñaste cómo se vive sin ti

Por eso me pregunto al ver que me olvidaste
Por qué no me enseñaste cómo se vive sin ti
Por qué no me enseñaste cómo se vive sin ti
Por qué no me enseñaste cómo se vive sin ti"
Tu Mirada,"En un rincón del corazón
Donde no hay nadie mas que yo
Donde las luces no iluminan nada

Entre el vacío y el temor
Los sentimientos y el dolor
Lo único que tengo es tu mirada

Tu mirada enamorada
Que me sigue dando alas
Que le da vida a todo
Y me llena de esperanzas

Tu mirada enamorada
En mis sueños enredada
Es pasión envuelta en fuego
Como viento entre las llamas

Aunque es difícil de entender
La soledad es un placer
Mi compañera, amiga de mi alma

Pero si se, que estás ahí
Me entregas tanto, soy feliz
Lo único que quiero es tu mirada

Tu mirada enamorada
Que me sigue dando alas
Que le da vida a todo
Y me llena de esperanzas

Tu mirada enamorada
En mis sueños enredada
Es pasión envuelta en fuego
Como viento entre las llamas

Tu mirada enamorada
Que me sigue dando alas
Que le da vida a todo
Porque sin ti no soy nada"
Tú No Tienes Corazón,"Hay mentira 
en tu forma de mirar
Hay mentira
en la sombra de tu piel
Yo lo he notado
Me has engañado
Nunca lograste serme fiel

Pasa el día
la vida sigue igual
Tú en tu mundo
yo aquí en mi lugar
Y poco a poco
Me vuelvo loco
Y tu recuerdo viene a mí

Porque tú, tú, tú,
Tú no tienes corazón
Tú, tú, tú
Tú qué sabes del amor
Maldita, tú, tú, tú,
Tú de hielo y yo de sol
Tú, tú, tú, siempre tú

He intentado 
Dejarte de querer
He pensado
olvidarte de una vez
Y luego luego 
Me quema el fuego
Y tu recuerdo viene a mí

Porque tú, tú, tú
Tú no tienes corazón
Tú, tú, tú
Tú qué sabes del amor... etc."
Tú Sólo Tú,"Siempre te soñaba, me morría por tenerte
Te seguía paso a paso sin perderte
Anhelando día a día ser tu amor

Mira sé que el viento te llevó mi voz con prisa
Te acercaste hacia a mí con tu sonrisa
Deshilando mi rutina con calor

Siento que al tenerte junto a mí nada es incierto
Ya mi alma no es invierno, es un desierto
Por eso, amor, tú eres mi sol
Mi todo eres tú

Tú
Solo tú
Siempre tú
Tus ojos, tu mirar

Tú
Solo tú
Siempre tú
Amarte es mi verdad

Y es que siempre
Si te abrazo es latigazo una corriente
Si te beso vuelo al cielo hasta perderme
No hay regreso hasta explotar como un volcán

Cierto que el peligro de perderte está latente
Si confiamos en palabras de la gente
Por eso, amor, dáme calor
Mi mundo eres tú

Tú
Solo tú
Siempre tú
Tus labios, tu besar

Tú
Solo tú
Siempre tú
Tu voz, tu bello hablar

Tocar tu piel es tocar el universo
Te llevo dentro de mí como fuego eterno

Tú
Solo tú
Siempre tú
Tus ojos, tu mirar

Tú
Solo tú
Siempre tú
Amarte es mi verdad 

Tú
Solo tú
Siempre tú
Tus labios, tu besar

Tú
Solo tú
Siempre tú
Tu voz, tu bello hablar"
Tu y Yo,"Déjame ser
El ladrón de tu piel
Con mi calor
Cubrir tu desnudez
Cierra los ojos sin temor
Pon en mis manos tu candor
Tú y yo y un mismo amor solos

Como el ayer
Quiero quedarme en ti
Mojar tu ser
Con mi lluvia de abril
Como una flor sembrarte en mi
Besarte toda hasta sentir
Que ya no puedes más

Yo quiero
Llevarte hasta el cielo
En la nave de mis brazos
Rendida a mi cuerpo
Fundiéndonos labio a labio
Tú y yo y un mismo amor
Y vivir amándonos
Siempre amándonos

Déjame ser
Tu príncipe azul
Con mi pasión
Beber tu juventud
Como una flor sembrarte en mi
Besarte toda hasta sentir
Que ya no puedes más

Yo quiero
Llevarte hasta el cielo
En la nave de mis brazos
Rendida a mi cuerpo
Fundiéndonos labio a labio
Tú y yo y un mismo amor
Y vivir amándonos

Yo quiero
Llevarte hasta el cielo
En la nave de mis brazos
Rendida a mi cuerpo
Fundiéndonos labio a labio
Tú y yo y un mismo amor
Y vivir amándonos
Siempre amándonos
Tú y yo

Tú y yo y un mismo amor
Siempre amándonos
Siempre amándonos

Tú y yo y un mismo amor
Siempre amándonos"
"Um Mais Um, Dois Apaixonados","Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah

Quero, te abraçar apertado
Te quero, te apertar no meu corpo
Te quero, te falar deste amor
E beijar você pela vida inteira

Quero, este fogo me queima
Te quero, cada hora que passa
Te espero, de repente o que importa
É que somos dois, dois apaixonados

Somos dois, dois apaixonados
Neste amor, doce, limpo e claro
E nós dois, vamos pouco à pouco
Descobrindo todo o amor do mundo

Somos dois, dois apaixonados
Eu, você, é maravilhoso
Encontrar a felicidade
Que nós dois achamos um no outro

Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah

Quero, te abraçar apertado
Te quero, te apertar no meu corpo
Te quero, te falar deste amor
E beijar você pela vida inteira

Somos dois, dois apaixonados
Neste amor, doce, limpo e claro
E nós dois, vamos pouco à pouco
Descobrindo todo o amor do mundo

Somos dois, dois apaixonados
Eu, você, é maravilhoso
Encontrar a felicidade
Que nós dois achamos um no outro

Ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah"
Un Dia Más,"Ya lo ves
Es sabio tiempo
Me enseñó
Que en un momento
Yo te amaría y también te podía perder

Sin tu amor
Siento el vacío
Sin tu amor
El sol es frío
Qué más quisiera
Que tenerte en mis brazos, amor

Para volverte a besar
Para volver a sentirte, un día más
Para pedirte perdón
Tú tenías razón 
No es un juego el amor, no lo es

Y ahora que
Tú ya te has ido
Me quedé
Solo y perdido
Qué no daría
Por volver a empezar, nuestro amor  

Para volverte a besar
Para volver a sentirte, un día más
Para pedirte perdón
Tú tenías razón 
No es un juego el amor

Cada momento sin ti se muere el alma
Y yo no puedo seguir
Si yo pudiera elegir
Volver a vivir, lo haría junto a ti"
Un Hombre Busca a Una Mujer,"Que tenga un toque especial
Que sea como es
Un aspecto tan normal
Que a veces ni la ves
Que no sea un huracán
Que nunca eclipse al sol

Un aroma familiar
Que sea casi miel
Que sea tanto amor
Que escribo en un cartel

Un hombre busca a una mujer
Esa flor desconocida
Que va como loca por la vida
Es simplemente diferente
Si tú la ves
Más que amigo como hermano
Ven a entregármela en la mano
Yo soy un hombre y busco a una mujer

Un amor de juventud
Sin trucos al hablar
Que brille bella con la luz
Y con la obscuridad
No es la luna no es el sol
Ni campo ni ciudad
Ella es ella porque sí
Porque ese es su papel
Tan casi casi abril
Que escribo en un cartel
Un hombre busca a una mujer"
Un Mundo Raro,"Cuando te hablen de amor
Y de ilusiones
Y te ofrezcan un sol
Y un cielo entero
Si te acuerdas de mí
No me menciones
Porque vas a sentir
Amor del bueno

Y si quieren saber
De tu pasado
Es preciso decir una mentira,
Dí que vienes de allá
De un mundo raro,
Que no sabes llorar,
Que no entiendes de amor
Y que nunca has amado.

Porque yo a donde voy,
Hablaré de tu amor
Como un sueño dorado
Y olvidando el rencor
No diré que tu adiós
Me volvio desgraciado.

Y si quieren saber
De mi pasado,
Es preciso decir otra mentira,
Les diré que llegué
De un mundo raro,
Que no sé del dolor,
Que triunfé en el amor
Y que nunca he llorado."
Un Poco Más,"Un poco más...
y a lo mejor nos comprendemos luego.
Un poco más...
Que tengo aroma
de cariño nuevo.

Volvamos al camino del amor...
no importa lo que tenga que olvidar,
si vamos a sufrir por un error...
es preferible un ruego.

Un poco mas....
será un alivio para dos fracasos.
Y si te vas...
llevate al menos mis cansados brazos.

Al fin que ya te di,
mi cariño, mi fe,
mi vida entera,
y si no te lo llevas,
que me importa que se que queden afuera...

Por que te vas mi bien...
tan de prisa no gozas mi agonia.
Si la noche se espera todo el dia...
espera tu tambien...

Un poco mas... (se repite)"
Un Rock & Roll Sonó,"Pongo el televisor
No funciona el color
Mi radio suena mal
Si pongo un disco, igual
Qué desastre fatal
Te llamo y no estás tú
Si no escucho tu voz  
Voy a acabar muy mal

Un rock & roll sonó, sonó
Y todo cambió, cambió, cambió
La puerta voló, voló, voló
Y ahí estabas tú

Un rock & roll sonó, sonó
Y todo cambió, cambió, cambió
La luna bailó, bailó, bailó
Y juntos perdimos el control

Llueve al atardecer
Y no sé lo que hacer
Me quiero divertir
Y no sé a dónde ir
Tu teléfono cruel
Vuelve a comunicar
Necesito tu amor
Para poder volar

Un rock & roll sono, sonó
Y todo cambio, cambio, cambio,... etc."
Un Rock And Roll Suonò,"Prendo la mia TV
Ma nom funziona piú
La radio muta sta
Non ha piú pille ormai
Che disastro é mai qua
Tu non sei qui com me
Se nom esco lo so
Credo che scoppieró
Ma un rock and roll suonó suonó
E tutto cambió cambió cambió
La porta si apri si apri si apri
E tu stavi li
Ma un rock and roll suonó suonó
E tutto cambió cambió cambió
La luna balló balló balló
E un vento d'amore si llevó
Forse un miraggio sei
I numeri darei
Pensavo che tra noi
Fosse giá fatta ormai
Ma ti cerco e tu
Ma dici che non vuoi
Marcia indietro tu fai
E io non volio piú
Ma un rock and roll suonó suonó
E tutto cambió cambió cambió
La porta si apri si apri si apri
E tu stavi li
Ma un rock and roll suonó suonó
E tutto cambió cambió cambió
La luna balló balló balló
E un vento d'amore si llevó"
Un Te Amo,"Un te amo, dicho por los labios tuyos
Suena música del cielo a un romance de un desvelo interminable
Donde mora un cielo azul
Un te amo, que tus labios manifiestan
Es la vida, la antesala de la gloria
Tú no sabes, que humedeces mis adentros
Cuando dices como te amo

Escucharte un te amo
Cuanto te amo
Saber que hay una magia
Que por tanto tiempo mi alma pretendía
Y al amarnos que ternura

Porque así como es mi entrega, es tu entrega
Una máxima locura
Un te amo
Dicho por los labios tuyos
Es poema que acelera
Los latidos de mi alegre corazón

Cuando de tu voz escucho
Cuanto me amas
Corre mi alma hasta la estrella más lejana
Y es ahí donde el secreto
Me repito por fin tengo alguien que me ama

Cuando de tu voz escucho
Cuanto me amas
Corre mi alma hasta la estrella más lejana
Y es ahí donde el secreto
Me repito por fin tengo alguien que me ama

Te amo
Un te amoooo"
Uno,"Uno busca lleno de esperanzas
El camino que los sueños
Prometieron a sus ansias
Sabe que la lucha es cruel y es mucha
Pero lucha y se desangra
Por la fe que lo empecina

Uno va arrastrándose entre espinas
Y en su afán de dar su amor
Sufre y se destroza hasta entender
Que uno se ha quedado sin corazón

Precio de castigo que uno entrega
Por un beso que no llega
O un amor que lo engañó
Vacío ya de amar y de llorar
Tanta traición

Si yo tuviera el corazón
El corazón que di
Si yo pudiera como ayer
Querer sin presentir

Es posible que a tus ojos
Que me gritan su cariño
Los cerrara con mis besos
Sin pensar que eran como esos
Otros ojos, los perversos
Los que hundieron mi vivir

Si yo tuviera el corazón
El mismo que perdí
Si olvidara a la que ayer
Lo destrozó y pudiera amarte
Me abrazaría a tu ilusión
Para llorar tu amor"
Usted,"Usted es la culpable
De todas mis angustias
Y todos mis quebrantos

Usted llenó mi vida
De dulces inquietudes
Y amargos desencantos

Su amor es como un grito
Que llevo aquí en mi alma
Y aquí en mi corazón

Y soy aunque no quiera
Esclavo de sus ojos
Juguete de su amor

No juegue con mis penas
Ni con mis sentimientos
Es lo único que tengo

Usted es mi esperanza
Mi última esperanza
Comprenda de una vez

Usted me desespera
Me mata, me enloquece
Y hasta la vida diera, por vencer el miedo
De besarla a usted

Su amor es como un grito
Que llevo aquí en mi alma
Y aquí en mi corazón

Y soy, aunque no quiera
Esclavo de sus ojos
Juguete de su amor

No juegue con mis penas
Ni con mis sentimientos
Es lo único que tengo

Usted es mi esperanza
Mi última esperanza
Comprenda de una vez

Usted me desespera, aah
Me mata, me enloquece
Y hasta la vida diera, por vencer el miedo
De besarla a usted

Usted me desespera
Me mata, me enloquece
Y hasta la vida diera, por vencer el miedo
De besarla, a usted"
Va A Nevar,"Las tardes ya son más frías
Pon tus manos entre las mías
Diciembre está por llegar
Va a nevar, va a nevar, va a nevar

El fuego ya está prendido
Anda ven a gozar conmigo
Muy pronto en este lugar
Va a nevar, va a nevar, va a nevar

Cuando llegue el amanecer
Las montañas serán de cristal
Cada pino va a entretejer
Hilos de color de sal

El cielo se está nublando
Y en tus ojos me estoy mirando
Mi vida no hay más que hablar
Va a nevar, va a nevar, va a nevar

Cuando llegue el amanecer
Las montañas serán de cristal
Cada pino va a entretejer
Hilos de color de sal

El cielo se está nublando
Y en tus ojos me estoy mirando
Mi vida no hay más que hablar
Va a nevar, va a nevar"
Volver,"Yo adivino el parpadeo
de las luces que a lo lejos,
van marcando mi retorno.

Son las mismas que alumbraron,
con sus pálidos reflejos,
hondas horas de dolor.
Y aunque no quise el regreso,
siempre se vuelve al primer amor.

La vieja calle donde el eco dijo:
tuya es su vida, tuyo es su querer,
bajo el burlón mirar de las estrellas
que con indiferencia hoy me ven volver.

Volver,
con la frente marchita,
las nieves del tiempo
platearon mi sien.

Sentir,
que es un soplo la vida,
que veinte años no es nada,
que es febril la mirada
errante en las sombras
te busca y te nombra.

Vivir,
con el alma aferrada
a un dulce recuerdo,
que lloro otra vez.

Tengo miedo del encuentro
con el pasado que vuelve
a enfrentarse con mi vida.

Tengo miedo de las noches
que, pobladas de recuerdos,
encadenan mi soñar.

Pero el viajero que hulle,
tarde o temprano detiene su andar
y aunque el olvido que todo destruye,
haya matado mi vieja ilusión,
guardo escondida una esperanza humilde,
que es toda la fortuna de mi corazón.

Volver,
con la frente marchita,
las nieves del tiempo
platearon mi sien.

Sentir,
que es un soplo la vida,
que veinte años no es nada,
que es febril la mirada
errante en las sombras
te busca y te nombra.

Vivir,
con el alma aferrada
a un dulce recuerdo,
que lloro otra vez.

Sentir,
que es un soplo la vida,
que veinte años no es nada,
que es febril la mirada
errante en las sombras
te busca y te nombra.

Vivir,
con el alma aferrada
a un dulce recuerdo,
que lloro otra vez."
Vuelve,"Fotografías y cartas de amor
Sobre la mesa
Cien mil recuerdos de nosotros dos
En mi cabeza

Calma el dolor de mi corazón
Olvida lo pasado sabes que te amo solo

¡Vuelve!
Se acaba mi vida si no vuelves
Regresa a mi mundo, mi Sol
Ven por favor
¡Vuelve, mi amor!

El horizonte se tiñe de gris
En primavera
La medianoche vuelve a sentir
Sin Luna llena

La obscuridad y la desolación
Se apropian de mi vida
No hay otra salida, solo

¡Vuelve!
Se acaba mi vida si no vuelves
Regresa a mi mundo, mi Sol
Ven, por favor
¡Vuelve, mi amor!

Vuelve
Extraño tus besos
Vuelve a sentir como ayer
Una razón de vivir

¡Vuelve!
Se acaba mi vida si no vuelves
Regresa a mi mundo mi Sol
Ven por favor
¡Vuelve, mi amor!

Abre las puertas de nuevo
Recuerda aquellos momentos
Llenos de pasión
Llenos de emoción uh, oh

¡Regresa, amor, te amo tanto!
Mi corazón vive en llanto
¡Vuelve por favor!
¡Quítame el dolor!

Abre las puertas de nuevo
Recuerda aquellos momentos
Llenos de pasión
Llenos de emoción uh, oh

¡Regresa, amor, te amo tanto!
Mi corazón vive en llanto
¡Vuelve por favor!
¡Quítame el dolor!"
Y,"¿Y qué hiciste del amor que me juraste?
¿Y qué has hecho de los besos que te di?
¿Y qué excusa puedes darme si fallaste
Y mataste la esperanza que hubo en mí?

Y qué ingrato es el destino que me hiere
Y qué absurda la razón de mi pasión
Y qué necio es este amor que no se muere
Y prefiere perdonarte tu traición

Y pensar
Que en mi vida fuiste flama
Y el caudal de mi gloria fuiste tú
Y llegué a quererte con el alma
Y hoy me mata de tristeza tu actitud

¿Y a qué debo, dime entonces, tu abandono?
¿Y en qué ruta tu promesa se perdió?
Y si dices la verdad, yo te perdono
Y te llevo de recuerdo junto a Dios

Y pensar
Que en mi vida fuiste flama
Y el caudal de mi gloria fuiste tú
Y llegué a quererte con el alma
Y hoy me mata de tristeza tu actitud

¿Y a qué debo, dime entonces, tu abandono?
¿Y en qué ruta tu promesa se perdió?
Y si dices la verdad, yo te perdono
Y te llevo de recuerdo junto a Dios"
